site,sitescore,state,county,city,street,zip,lat,lon,state_fips,county_fips,tracts,tract_fips,status_epa,states_plaintalk,status_binary,cercla1990,cercla2000,cercla2010,cercla2020
Brewster Well Field,37.93,New York,Putnam,Brewster,Riverside Dr,10509,41.401669,-73.6,36,36079,11900,36079011900,NPL Site,In Process,0,0,0,0,0
Suffern Village Well Field,35.57,New York,Rockland,Village of Suffern,Pat Malone Dr,10901,41.1162,-74.159,36,36087,11902,36087011902,Deleted NPL Site,Completed,1,1,1,1,1
"Tri-Cities Barrel Co., Inc.",44.06,New York,Broome,Port Crane,State Rte 7B,13833,42.15805,-75.811939,36,36007,12202,36007012202,NPL Site,In Process,0,0,0,0,0
Colesville Municipal Landfill,30.26,New York,Broome,Town of Colesville,E Windsor Rd,13813,42.160419,-75.58945,36,36007,12300,36007012300,NPL Site,In Process,0,0,0,0,0
"Nepera Chemical Co., Inc.",39.87,New York,Orange,Maybrook,McBride Ln,10916,41.4643,-74.2447,36,36071,12300,36071012300,NPL Site,In Process,0,0,0,0,0
Katonah Municipal Well,35.35,New York,Westchester,Town of Bedford,Jay St,10536,41.259169,-73.682911,36,36119,12600,36119012600,Deleted NPL Site,Completed,1,0,1,1,1
Conklin Dumps,33.93,New York,Broome,Conklin,Darden Way,13748,42.05,-75.81805,36,36007,12701,36007012701,Deleted NPL Site,Completed,1,1,1,1,1
Onondaga Lake,50,New York,Onondaga,Syracuse,I-690 Eastbound,13209,43.069444,-76.208056,36,36067,12800,36067012800,NPL Site,In Process,0,0,0,0,0
Endicott Village Well Field,35.57,New York,Broome,Village of Endicott,Anson Rd,13760,42.086111,-76.086111,36,36007,13700,36007013700,NPL Site,In Process,0,0,0,0,0
"Mercury Refining, Inc.",44.58,New York,Albany,Colonie,Central Ave,12205,42.689719,-73.804169,36,36001,14001,36001014001,NPL Site,In Process,0,0,0,0,0
Vestal Water Supply Well 4-2,42.24,New York,Broome,Vestal,Prentice Rd,13850,42.110281,-75.997219,36,36007,14301,36007014301,Deleted NPL Site,Completed,1,1,1,1,1
BEC Trucking,30.75,New York,Broome,Vestal,Stewart Rd,13850,42.097639,-75.998339,36,36007,14301,36007014301,Deleted NPL Site,Completed,1,1,1,1,1
"Robintech, Inc./National Pipe Co.",30.75,New York,Broome,Town of Vestal,Vestal Rd,13850,42.1049,-75.9922,36,36007,14301,36007014301,NPL Site,In Process,0,0,0,0,0
Vestal Water Supply Well 1-1,37.93,New York,Broome,Vestal,Pumphouse Rd,13850,42.0902,-76.0557,36,36007,14400,36007014400,NPL Site,In Process,0,0,0,0,0
Magna Metals,50,New York,Westchester,Cortlandt Manor,Rosalind Dr,10567,41.2745,-73.8704,36,36119,14607,36119014607,NPL Site,In Process,0,0,0,0,0
Warwick Landfill,29.41,New York,Orange,Warwick,Penaluna Rd,10950,41.238889,-74.27,36,36071,14802,36071014802,Deleted NPL Site,Completed,1,0,1,1,1
Wide Beach Development,56.58,New York,Erie,Brant,Oval St,14081,42.586669,-79.128611,36,36029,15600,36029015600,Deleted NPL Site,Completed,1,1,1,1,1
Forest Glen Mobile Home Subdivision,0,New York,Niagara,Niagara Falls,Service Rd,14304,43.1127,-78.9995,36,36063,20300,36063020300,NPL Site,In Process,0,0,0,0,0
Fulton Terminals,36.5,New York,Oswego,Fulton,State Route 481 Southbound,13069,43.3569,-76.4274,36,36075,21002,36075021002,Deleted NPL Site,Completed,1,0,0,1,1
Volney Municipal Landfill,32.89,New York,Oswego,Town of Volney,Silk Rd,13069,43.36055,-76.379169,36,36075,21002,36075021002,NPL Site,In Process,0,0,0,0,0
Clothier Disposal,34.48,New York,Oswego,Town of Granby,S Granby Rd,13069,43.247219,-76.412781,36,36075,21203,36075021203,Deleted NPL Site,Completed,1,1,1,1,1
Pollution Abatement Services,0,New York,Oswego,Oswego,E Seneca St,13126,43.47,-76.483331,36,36075,21605,36075021605,NPL Site,In Process,0,0,0,0,0
Hooker (S Area),51.62,New York,Niagara,Niagara Falls,Buffalo Ave,14303,43.0757,-79.0054,36,36063,21700,36063021700,NPL Site,In Process,0,0,0,0,0
Love Canal,52.23,New York,Niagara,Niagara Falls,97th St,14304,43.079719,-78.94945,36,36063,22401,36063022401,Deleted NPL Site,Completed,1,0,1,1,1
Hooker (Hyde Park),34.77,New York,Niagara,Niagara Falls,Hyde Park Blvd,14305,43.131111,-79.036669,36,36063,22601,36063022601,Deleted NPL Site,Completed,1,0,0,1,1
Hooker (102nd Street),30.48,New York,Niagara,Niagara Falls,River Rd,14304,43.070281,-78.942219,36,36063,22714,36063022714,Deleted NPL Site,Completed,1,0,1,1,1
Niagara County Refuse,39.85,New York,Niagara,Wheatfield,Boston Ave,14120,43.06055,-78.906111,36,36063,22902,36063022902,Deleted NPL Site,Completed,1,0,1,1,1
Eighteenmile Creek,50,New York,Niagara,Lockport,Mill St,14094,43.1813,-78.689544,36,36063,23500,36063023500,NPL Site,In Process,0,0,0,0,0
Ludlow Sand & Gravel,36.88,New York,Oneida,Clayville,Holman City Rd,13456,42.959169,-75.226389,36,36065,25500,36065025500,Deleted NPL Site,Completed,1,0,0,1,1
"Radium Chemical Co., Inc.",0,New York,Queens,New York City,28th Ave,11377,40.76,-73.9025,36,36081,29700,36081029700,Deleted NPL Site,Completed,1,1,1,1,1
"Jones Chemicals, Inc.",33.62,New York,Livingston,Caledonia,Iroquois Rd,14423,42.976531,-77.845561,36,36051,30100,36051030100,NPL Site,In Process,0,0,0,0,0
C & J Disposal Leasing Co. Dump,35.1,New York,Madison,Hamilton,State Rte 12B,13346,42.8638,-75.5687,36,36053,30701,36053030701,Deleted NPL Site,Completed,1,1,1,1,1
Brillo Landfill,30,New York,Cayuga,Victory,State Route 370,13033,43.170353,-76.613503,36,36011,40101,36011040101,NPL Site,In Process,0,0,0,0,0
FMC Corp. (Dublin Road Landfill),32.9,New York,Orleans,Town of Shelby,Dublin Rd,14103,43.2172,-78.4417,36,36073,40200,36073040200,Deleted NPL Site,Completed,1,0,0,0,1
Diaz Chemical Corporation,50,New York,Orleans,Holley,Jackson St,14470,43.222944,-78.029278,36,36073,40802,36073040802,NPL Site,In Process,0,0,0,0,0
Cayuga County Ground Water Contamination,50,New York,Cayuga,"Aurelius, Fleming, Springport",Lockwood Rd,13021,42.880556,-76.6425,36,36011,41201,36011041201,NPL Site,In Process,0,0,0,0,0
Newtown Creek,50,New York,"Kings, Queens","Brooklyn, Queens",Grand St,11211,40.715192,-73.930762,36,36047,44902,36047044902,NPL Site,In Process,0,0,0,0,0
Meeker Avenue Plume,50,New York,Kings,Brooklyn,Meeker Ave,11222,40.725409,-73.935904,36,36047,44902,36047044902,NPL Site,In Process,0,0,0,0,0
Hopewell Precision Area Contamination,50,New York,Dutchess,Hopewell Junction,Ryan Dr,12533,41.6116,-73.781481,36,36027,50104,36027050104,NPL Site,In Process,0,0,0,0,0
Shenandoah Road Ground Water Contamination,50,New York,Dutchess,East Fishkill,E Hook Cross Rd,12533,41.526111,-73.792222,36,36027,50204,36027050204,NPL Site,In Process,0,0,0,0,0
Saint-Gobain Performance Plastics,50,New York,Rensselaer,Village of Hoosick Falls,McCaffrey St,12090,42.8943,-73.3566,36,36083,51702,36083051702,NPL Site,In Process,0,0,0,0,0
Dewey Loeffel Landfill,50,New York,Rensselaer,Nassau,Mead Rd,12123,42.560957,-73.560496,36,36083,52601,36083052601,NPL Site,In Process,0,0,0,0,0
Wolff-Alport Chemical Company,50,New York,Queens,Ridgewood,Cooper Ave,11385,40.692672,-73.901997,36,36081,55900,36081055900,NPL Site,In Process,0,0,0,0,0
GE Moreau,58.21,New York,Saratoga,South Glens Falls,Pheasant Way,12803,43.28305,-73.629169,36,36091,60102,36091060102,NPL Site,In Process,0,0,0,0,0
Hudson River PCBs,54.66,New York,"Rensselaer, Saratoga, Washington",Hudson River,Broad St,12871,43.1102,-73.5765,36,36091,60901,36091060901,NPL Site,In Process,0,0,0,0,0
"Crown Cleaners of Watertown, Inc.",49,New York,Jefferson,Carthage,State Route 3,13619,44.022944,-75.651861,36,36045,60902,36045060902,NPL Site,In Process,0,0,0,0,0
Black River PCBs,48.03,New York,Jefferson,Town of Champion,Hewitt Dr,13619,43.984269,-75.627753,36,36045,61000,36045061000,NPL Site,In Process,0,0,0,0,0
Niagara Mohawk Power Corp. (Saratoga Spings Plant),35.48,New York,Saratoga,Saratoga Springs,US 9,12866,43.09,-73.776111,36,36091,61102,36091061102,NPL Site,In Process,0,0,0,0,0
Malta Rocket Fuel Area,33.62,New York,Saratoga,Malta,Stonebreak Road Ext,12020,42.963889,-73.758331,36,36091,61907,36091061907,NPL Site,In Process,0,0,0,0,0
Jones Sanitation,52.52,New York,Dutchess,Hyde Park,Cardinal Rd,12538,41.795,-73.902,36,36027,70102,36027070102,Deleted NPL Site,Completed,1,0,1,1,1
Haviland Complex,33.62,New York,Dutchess,Town of Hyde Park,Haviland Rd,12601,41.771111,-73.908061,36,36027,70301,36027070301,Deleted NPL Site,Completed,1,0,0,0,1
American Thermostat Co.,33.61,New York,Greene,South Cairo,State Rte 23B,12482,42.266939,-73.941111,36,36039,81101,36039081101,NPL Site,In Process,0,0,0,0,0
Plattsburgh Air Force Base,30.34,New York,Clinton,Plattsburgh,Connecticut Rd,12903,44.6575,-73.464719,36,36019,102100,36019102100,NPL Site,In Process,0,0,0,0,0
"Tronic Plating Co., Inc.",45.14,New York,Suffolk,Farmingdale,Sarah Dr,11735,40.7538,-73.4077,36,36103,122300,36103122300,Deleted NPL Site,Completed,1,0,1,1,1
Kenmark Textile Corp.,31.72,New York,Suffolk,Farmingdale,Conklin St,11735,40.7384,-73.4264,36,36103,122300,36103122300,Deleted NPL Site,Completed,1,1,1,1,1
Circuitron Corp.,54.27,New York,Suffolk,East Farmingdale,Milbar Blvd,11735,40.7495,-73.4195,36,36103,122300,36103122300,NPL Site,In Process,0,0,0,0,0
"SMS Instruments, Inc.",37.32,New York,Suffolk,Deer Park,Grand Blvd,11729,40.760002,-73.318491,36,36103,122801,36103122801,Deleted NPL Site,Completed,1,0,0,1,1
Preferred Plating Corp.,35.06,New York,Suffolk,Farmingdale,Allen Blvd,11735,40.7158,-73.4253,36,36103,123201,36103123201,NPL Site,In Process,0,0,0,0,0
"Action Anodizing, Plating, & Polishing Corp.",34.72,New York,Suffolk,Copiague,Dixon Ave,11726,40.684439,-73.406111,36,36103,123701,36103123701,Deleted NPL Site,Completed,1,1,1,1,1
Smithtown Ground Water Contamination,50,New York,Suffolk,Smithtown,Meadow Gate W,11780,40.887806,-73.174778,36,36103,135004,36103135004,Deleted NPL Site,Completed,1,0,0,0,1
Computer Circuits,50,New York,Suffolk,Hauppauge,Marcus Blvd,11788,40.813194,-73.24611,36,36103,135209,36103135209,NPL Site,In Process,0,0,0,0,0
Islip Municipal Sanitary Landfill,33.39,New York,Suffolk,Islip,Woods Edge Ct,11788,40.8178,-73.1829,36,36103,145803,36103145803,NPL Site,In Process,0,0,0,0,0
"MacKenzie Chemical Works, Inc.",50,New York,Suffolk,Central Islip,Cordello Ave,11722,40.788889,-73.205278,36,36103,146203,36103146203,NPL Site,In Process,0,0,0,0,0
"BioClinical Laboratories, Inc.",32.91,New York,Suffolk,Bohemia,Smithtown Ave,11716,40.783331,-73.110281,36,36103,146607,36103146607,Deleted NPL Site,Completed,1,1,1,1,1
"Goldisc Recordings, Inc.",33.39,New York,Suffolk,Holbrook,Broadway Ave,11741,40.7745,-73.0647,36,36103,146619,36103146619,NPL Site,In Process,0,0,0,0,0
"Lawrence Aviation Industries, Inc.",50,New York,Suffolk,Port Jefferson Station,Midvale Ave,11777,40.928139,-73.069194,36,36103,158209,36103158209,NPL Site,In Process,0,0,0,0,0
Brookhaven National Laboratory (USDOE),39.92,New York,Suffolk,Upton,Princeton Blvd,11973,40.86,-72.869583,36,36103,158710,36103158710,NPL Site,In Process,0,0,0,0,0
North Sea Municipal Landfill,33.74,New York,Suffolk,North Sea,Majors Path,11968,40.929161,-72.401389,36,36103,190706,36103190706,Deleted NPL Site,Completed,1,0,1,1,1
Rowe Industries Ground Water Contamination,31.94,New York,Suffolk,"Noyack, Sag Harbor",Laurel Ln,11963,40.982781,-72.3,36,36103,190714,36103190714,NPL Site,In Process,0,0,0,0,0
Wappinger Creek,50,New York,Dutchess,Dutchess County,McKinley St,12590,41.597684,-73.927136,36,36027,300000,36027300000,NPL Site,In Process,0,0,0,0,0
Stanton Cleaners Area Ground Water Contamination,35.76,New York,Nassau,Great Neck,Cuttermill Rd,11021,40.782361,-73.734139,36,36059,300700,36059300700,NPL Site,In Process,0,0,0,0,0
Port Washington Landfill,45.46,New York,Nassau,Port Washington,Wakefield Ave,11050,40.81805,-73.666661,36,36059,301400,36059301400,NPL Site,In Process,0,0,0,0,0
Applied Environmental Services,41.15,New York,Nassau,Glenwood Landing,Shore Rd,11547,40.823054,-73.646693,36,36059,302000,36059302000,NPL Site,In Process,0,0,0,0,0
Jackson Steel,50,New York,Nassau,"Mineola, North Hempstead",Herricks Rd,11040,40.738806,-73.652694,36,36059,303204,36059303204,Deleted NPL Site,Completed,1,0,0,1,1
Fulton Avenue,33.08,New York,Nassau,North Hempstead,Fulton Ave,11040,40.737337,-73.657844,36,36059,303204,36059303204,NPL Site,In Process,0,0,0,0,0
Genzale Plating Co.,33.79,New York,Nassau,Franklin Square,Cathedral Ave,11010,40.7153,-73.6777,36,36059,405301,36059405301,NPL Site,In Process,0,0,0,0,0
"Pasley Solvents & Chemicals, Inc.",39.65,New York,Nassau,Hempstead,Commercial Ave,11530,40.729169,-73.612219,36,36059,406501,36059406501,Deleted NPL Site,Completed,1,0,0,1,1
Old Roosevelt Field Contaminated Ground Water Area,50,New York,Nassau,Garden City,Vanderbilt Ct,11530,40.733611,-73.618472,36,36059,406600,36059406600,NPL Site,In Process,0,0,0,0,0
New Cassel/Hicksville Ground Water Contamination,50,New York,Nassau,New Cassel/Hicksville,Iris Pl,11590,40.752446,-73.559781,36,36059,407700,36059407700,NPL Site,In Process,0,0,0,0,0
Peninsula Boulevard Ground Water Plume,50,New York,Nassau,Hewlett,Peninsula Blvd,11557,40.642806,-73.706417,36,36059,411700,36059411700,NPL Site,In Process,0,0,0,0,0
General Motors (Central Foundry Division),40.71,New York,St. Lawrence,Massena,Cheverolet Rd,13662,44.983889,-74.732781,36,36089,490300,36089490300,NPL Site,In Process,0,0,0,0,0
"Sealand Restoration, Inc.",29.36,New York,St. Lawrence,Lisbon,McFadden Rd,13658,44.703611,-75.361531,36,36089,491300,36089491300,NPL Site,In Process,0,0,0,0,0
"Mattiace Petrochemical Co., Inc.",31.9,New York,Nassau,Glen Cove,Garvies Point Rd,11542,40.8608,-73.6432,36,36059,517101,36059517101,NPL Site,In Process,0,0,0,0,0
Li Tungsten Corp.,50,New York,Nassau,Glen Cove,Dickson St,11542,40.860929,-73.640773,36,36059,517101,36059517101,NPL Site,In Process,0,0,0,0,0
Syosset Landfill,54.27,New York,Nassau,Oyster Bay,Colony Ln,11791,40.798889,-73.509719,36,36059,518700,36059518700,Deleted NPL Site,Completed,1,0,1,1,1
Anchor Chemicals,37.2,New York,Nassau,Hicksville,W John St,11801,40.766389,-73.546389,36,36059,518900,36059518900,Deleted NPL Site,Completed,1,1,1,1,1
Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,41.6,New York,Nassau,Hicksville,New South Rd,11801,40.7575,-73.504169,36,36059,519300,36059519300,NPL Site,In Process,0,0,0,0,0
Old Bethpage Landfill,58.83,New York,Nassau,Oyster Bay,Winding Rd,11804,40.756939,-73.447219,36,36059,520100,36059520100,NPL Site,In Process,0,0,0,0,0
Claremont Polychemical,31.62,New York,Nassau,Old Bethpage,Winding Rd,11804,40.7576,-73.4432,36,36059,520100,36059520100,NPL Site,In Process,0,0,0,0,0
Liberty Industrial Finishing,50.65,New York,Nassau,Farmingdale,Gwynne Ln,11735,40.72625,-73.448889,36,36059,520402,36059520402,NPL Site,In Process,0,0,0,0,0
Byron Barrel & Drum,37.27,New York,Genesee,Byron,Transit Rd,14058,43.1191,-78.1103,36,36037,950100,36037950100,NPL Site,In Process,0,0,0,0,0
York Oil Co.,47.7,New York,Franklin,Moira,County Route 6,12957,44.8225,-74.5751,36,36033,950301,36033950301,NPL Site,In Process,0,0,0,0,0
Batavia Landfill,50.18,New York,Genesee,Batavia,Harloff Rd,14020,43.0197,-78.2561,36,36037,950401,36037950401,Deleted NPL Site,Completed,1,0,1,1,1
Seneca Army Depot,35.52,New York,Seneca,Romulus,Cayuga Rd,14541,42.75,-76.85445,36,36099,950802,36099950802,NPL Site,In Process,0,0,0,0,0
Sinclair Refinery,53.9,New York,Allegany,Wellsville,Chenault Ave,14895,42.1088,-77.9416,36,36003,951000,36003951000,NPL Site,In Process,0,0,0,0,0
Lehigh Valley Railroad,50,New York,Genesee,Le Roy,Gulf Rd,14482,42.992028,-77.933306,36,36037,951100,36037951100,NPL Site,In Process,0,0,0,0,0
Cortese Landfill,32.11,New York,Sullivan,Village of Narrowsburg,Delaware Dr,12764,41.600561,-75.065,36,36105,952300,36105952300,NPL Site,In Process,0,0,0,0,0
Mohonk Road Industrial Plant,50,New York,Ulster,High Falls,Mohonk Rd,12440,41.816667,-74.13444,36,36111,952901,36111952901,NPL Site,In Process,0,0,0,0,0
Hertel Landfill,33.62,New York,Ulster,Plattekill,Bedell Ave,12528,41.688061,-74.038889,36,36111,954000,36111954000,NPL Site,In Process,0,0,0,0,0
Ellenville Scrap Iron and Metal,50.27,New York,Ulster,Ellenville,Cape Ave,12428,41.724028,-74.4055,36,36111,954700,36111954700,Deleted NPL Site,Completed,1,0,0,1,1
Peter Cooper,50,New York,Cattaraugus,Gowanda,Palmer St,14070,42.458778,-78.927583,36,36009,960400,36009960400,Deleted NPL Site,Completed,1,0,0,1,1
Peter Cooper Corporation (Markhams),30,New York,Cattaraugus,Dayton,Bentley Rd,14138,42.392897,-79.012572,36,36009,960500,36009960500,Deleted NPL Site,Completed,1,0,0,1,1
Little Valley,0,New York,Cattaraugus,Little Valley,Winship Cir,14779,42.236667,-78.766944,36,36009,960600,36009960600,NPL Site,In Process,0,0,0,0,0
Olean Well Field,44.46,New York,Cattaraugus,Olean,E River Rd,14760,42.069439,-78.404719,36,36009,961200,36009961200,NPL Site,In Process,0,0,0,0,0
Solvent Savers,34.78,New York,Chenango,Lincklaen,Union Valley Lincklaen Rd,13136,42.665,-75.876661,36,36017,970202,36017970202,NPL Site,In Process,0,0,0,0,0
Sidney Landfill,29.36,New York,Delaware,Sidney,Richardson Hill Rd,13839,42.2577,-75.243,36,36025,970401,36025970401,NPL Site,In Process,0,0,0,0,0
GCL Tie and Treating Inc.,48.54,New York,Delaware,Village of Sidney,Delaware Ave,13838,42.300555,-75.413333,36,36025,970402,36025970402,NPL Site,In Process,0,0,0,0,0
Richardson Hill Road Landfill/Pond,34.86,New York,Delaware,Sidney Center,Richardson Hill Rd,13839,42.252781,-75.249169,36,36025,970502,36025970502,NPL Site,In Process,0,0,0,0,0
Rosen Brothers Scrap Yard/Dump,51.35,New York,Cortland,Cortland,Huntington St,13045,42.591669,-76.175281,36,36023,970600,36023970600,NPL Site,In Process,0,0,0,0,0
Johnstown City Landfill,48.36,New York,Fulton,Town of Johnstown,W Fulton St Exd,12078,43.043061,-74.393061,36,36035,970602,36035970602,NPL Site,In Process,0,0,0,0,0
Griffiss Air Force Base,34.2,New York,Oneida,Rome,Wright Settlement Ln,13440,43.233331,-75.416661,36,36065,980100,36065980100,NPL Site,In Process,0,0,0,0,0
Camp Lejeune Military Reservation,33.13,North Carolina,Onslow,Onslow County,Brewster Blvd,28547,34.717781,-77.342919,37,37133,700,37133000700,NPL Site,In Process,0,0,0,0,0
ABC One Hour Cleaners,29.11,North Carolina,Onslow,Jacksonville,Lejeune Blvd,28546,34.7414,-77.3666,37,37133,2202,37133002202,NPL Site,In Process,0,0,0,0,0
Blue Ridge Plating Company,38.67,North Carolina,Buncombe,Arden,Glenn Bridge Rd,28704,35.462372,-82.528358,37,37021,2203,37021002203,NPL Site,In Process,0,0,0,0,0
"CTS of Asheville, Inc.",38.4,North Carolina,Buncombe,Asheville,Mills Gap Rd,28803,35.493075,-82.505953,37,37021,2206,37021002206,NPL Site,In Process,0,0,0,0,0
Carolina Transformer Co.,33.76,North Carolina,Cumberland,Fayetteville,Middle River Loop,28312,35.063331,-78.845,37,37051,2600,37051002600,NPL Site,In Process,0,0,0,0,0
"Chemtronics, Inc.",30.16,North Carolina,Buncombe,Swannanoa,State Rd 2418,28778,35.625,-82.434719,37,37021,3004,37021003004,NPL Site,In Process,0,0,0,0,0
Cape Fear Wood Preserving,34.09,North Carolina,Cumberland,Fayetteville,S Reilly Rd,28314,35.04945,-79.020839,37,37051,3307,37051003307,NPL Site,In Process,0,0,0,0,0
Ram Leather Care,40.43,North Carolina,Mecklenburg,Charlotte,N Hampton Dr,28227,35.228056,-80.606806,37,37119,5715,37119005715,NPL Site,In Process,0,0,0,0,0
"Martin-Marietta, Sodyeco, Inc.",51.93,North Carolina,Mecklenburg,Charlotte,Mt Holly Rd,28214,35.29445,-81,37,37119,6005,37119006005,Deleted NPL Site,Completed,1,0,0,1,1
Horton Iron and Metal,48.03,North Carolina,New Hanover,Wilmington,N US Hwy 421,28401,34.26665,-77.954083,37,37129,11503,37129011503,NPL Site,In Process,0,0,0,0,0
Reasor Chemical Company,32.14,North Carolina,New Hanover,Castle Hayne,N College Rd,28429,34.343472,-77.891944,37,37129,11610,37129011610,Deleted NPL Site,Completed,1,0,0,1,1
Kerr-McGee Chemical Corp - Navassa,50,North Carolina,Brunswick,Navassa,N Navassa Rd,28451,34.247222,-77.999028,37,37019,20108,37019020108,NPL Site,In Process,0,0,0,0,0
Potter's Septic Tank Service Pits,29.14,North Carolina,Brunswick,Maco,Sandy Creek Dr,28451,34.2846,-78.1578,37,37019,20602,37019020602,NPL Site,In Process,0,0,0,0,0
Jadco-Hughes Facility,42,North Carolina,Gaston,Belmont,Cason St,28012,35.275831,-81.041111,37,37071,31202,37071031202,NPL Site,In Process,0,0,0,0,0
North Belmont PCE,50,North Carolina,Gaston,North Belmont,Woodlawn St,28012,35.273472,-81.05125,37,37071,31202,37071031202,NPL Site,In Process,0,0,0,0,0
Davis Park Road TCE,33.5,North Carolina,Gaston,Gastonia,Davis Park Rd,28052,35.231667,-81.218889,37,37071,33204,37071033204,NPL Site,In Process,0,0,0,0,0
Hemphill Road TCE,50,North Carolina,Gaston,Gastonia,Hemphill Rd,28056,35.197933,-81.189852,37,37071,33310,37071033310,NPL Site,In Process,0,0,0,0,0
